"Time","Date","Min.Delay","Hour"
11H 24M 0S,2022-12-31,20,11
11H 28M 0S,2022-12-31,12,11
11H 28M 0S,2022-12-31,8,11
11H 30M 0S,2022-12-31,10,11
11H 31M 0S,2022-12-31,8,11
11H 36M 0S,2022-12-31,35,11
11H 40M 0S,2022-12-31,20,11
11H 44M 0S,2022-12-31,12,11
11H 47M 0S,2022-12-31,15,11
11H 48M 0S,2022-12-31,9,11
11H 51M 0S,2022-12-31,15,11
11H 52M 0S,2022-12-31,10,11
11H 54M 0S,2022-12-31,10,11
11H 55M 0S,2022-12-31,55,11
11H 58M 0S,2022-12-31,20,11
11H 59M 0S,2022-12-31,9,11
11H 59M 0S,2022-12-31,9,11
12H 2M 0S,2022-12-31,10,12
12H 12M 0S,2022-12-31,5,12
12H 17M 0S,2022-12-31,10,12
12H 18M 0S,2022-12-31,10,12
12H 21M 0S,2022-12-31,10,12
12H 29M 0S,2022-12-31,20,12
12H 46M 0S,2022-12-31,8,12
13H 4M 0S,2022-12-31,10,13
13H 4M 0S,2022-12-31,12,13
13H 25M 0S,2022-12-31,24,13
13H 30M 0S,2022-12-31,20,13
13H 35M 0S,2022-12-31,5,13
13H 54M 0S,2022-12-31,60,13
13H 59M 0S,2022-12-31,30,13
14H 11M 0S,2022-12-31,27,14
14H 16M 0S,2022-12-31,10,14
14H 25M 0S,2022-12-31,15,14
14H 28M 0S,2022-12-31,10,14
14H 37M 0S,2022-12-31,8,14
14H 54M 0S,2022-12-31,40,14
15H 2M 0S,2022-12-31,7,15
15H 4M 0S,2022-12-31,11,15
15H 13M 0S,2022-12-31,18,15
15H 14M 0S,2022-12-31,18,15
15H 18M 0S,2022-12-31,10,15
15H 22M 0S,2022-12-31,10,15
15H 33M 0S,2022-12-31,8,15
15H 33M 0S,2022-12-31,12,15
15H 55M 0S,2022-12-31,36,15
16H 1M 0S,2022-12-31,30,16
16H 15M 0S,2022-12-31,18,16
16H 24M 0S,2022-12-31,11,16
16H 25M 0S,2022-12-31,9,16
16H 26M 0S,2022-12-31,8,16
16H 27M 0S,2022-12-31,11,16
16H 27M 0S,2022-12-31,10,16
16H 27M 0S,2022-12-31,15,16
16H 27M 0S,2022-12-31,15,16
16H 29M 0S,2022-12-31,30,16
16H 30M 0S,2022-12-31,6,16
16H 31M 0S,2022-12-31,7,16
16H 32M 0S,2022-12-31,15,16
16H 33M 0S,2022-12-31,8,16
16H 35M 0S,2022-12-31,15,16
16H 36M 0S,2022-12-31,6,16
16H 37M 0S,2022-12-31,11,16
16H 39M 0S,2022-12-31,6,16
16H 41M 0S,2022-12-31,20,16
16H 44M 0S,2022-12-31,8,16
16H 51M 0S,2022-12-31,15,16
16H 53M 0S,2022-12-31,20,16
17H 5M 0S,2022-12-31,7,17
17H 13M 0S,2022-12-31,10,17
17H 27M 0S,2022-12-31,8,17
17H 36M 0S,2022-12-31,9,17
17H 36M 0S,2022-12-31,9,17
17H 43M 0S,2022-12-31,18,17
17H 49M 0S,2022-12-31,8,17
17H 59M 0S,2022-12-31,11,17
18H 3M 0S,2022-12-31,10,18
18H 22M 0S,2022-12-31,8,18
18H 23M 0S,2022-12-31,52,18
18H 30M 0S,2022-12-31,9,18
18H 35M 0S,2022-12-31,11,18
18H 40M 0S,2022-12-31,7,18
18H 41M 0S,2022-12-31,18,18
19H 2M 0S,2022-12-31,14,19
19H 6M 0S,2022-12-31,10,19
19H 7M 0S,2022-12-31,20,19
19H 9M 0S,2022-12-31,20,19
19H 18M 0S,2022-12-31,9,19
19H 19M 0S,2022-12-31,15,19
19H 25M 0S,2022-12-31,10,19
19H 29M 0S,2022-12-31,5,19
19H 33M 0S,2022-12-31,18,19
19H 34M 0S,2022-12-31,18,19
19H 35M 0S,2022-12-31,20,19
19H 42M 0S,2022-12-31,10,19
19H 47M 0S,2022-12-31,9,19
19H 50M 0S,2022-12-31,15,19
19H 58M 0S,2022-12-31,10,19
20H 1M 0S,2022-12-31,30,20
20H 6M 0S,2022-12-31,9,20
20H 15M 0S,2022-12-31,7,20
20H 18M 0S,2022-12-31,30,20
20H 23M 0S,2022-12-31,10,20
20H 23M 0S,2022-12-31,10,20
20H 24M 0S,2022-12-31,9,20
20H 29M 0S,2022-12-31,13,20
20H 32M 0S,2022-12-31,60,20
20H 41M 0S,2022-12-31,20,20
20H 53M 0S,2022-12-31,11,20
21H 23M 0S,2022-12-31,9,21
21H 30M 0S,2022-12-31,20,21
21H 32M 0S,2022-12-31,20,21
21H 40M 0S,2022-12-31,9,21
21H 45M 0S,2022-12-31,19,21
21H 48M 0S,2022-12-31,30,21
21H 50M 0S,2022-12-31,64,21
22H 6M 0S,2022-12-31,9,22
22H 13M 0S,2022-12-31,20,22
22H 51M 0S,2022-12-31,10,22
23H 12M 0S,2022-12-31,292,23
23H 16M 0S,2022-12-31,33,23
23H 21M 0S,2022-12-31,2,23
23H 28M 0S,2022-12-31,20,23
23H 56M 0S,2022-12-31,18,23
17M 0S,2022-12-31,10,0
28M 0S,2022-12-31,10,0
2H 30M 0S,2023-01-01,81,2
2H 34M 0S,2023-01-01,22,2
3H 6M 0S,2023-01-01,30,3
3H 14M 0S,2023-01-01,17,3
3H 43M 0S,2023-01-01,1,3
3H 52M 0S,2023-01-01,138,3
4H 25M 0S,2023-01-01,30,4
4H 35M 0S,2023-01-01,20,4
5H 18M 0S,2023-01-01,334,5
5H 50M 0S,2023-01-01,11,5
6H 4M 0S,2023-01-01,138,6
6H 7M 0S,2023-01-01,6,6
6H 25M 0S,2023-01-01,11,6
7H 24M 0S,2023-01-01,6,7
7H 28M 0S,2023-01-01,26,7
7H 43M 0S,2023-01-01,27,7
7H 53M 0S,2023-01-01,10,7
7H 55M 0S,2023-01-01,10,7
7H 57M 0S,2023-01-01,20,7
8H 10M 0S,2023-01-01,15,8
8H 25M 0S,2023-01-01,20,8
8H 39M 0S,2023-01-01,18,8
8H 51M 0S,2023-01-01,11,8
8H 54M 0S,2023-01-01,15,8
8H 55M 0S,2023-01-01,10,8
8H 55M 0S,2023-01-01,10,8
9H 2M 0S,2023-01-01,10,9
9H 19M 0S,2023-01-01,6,9
9H 33M 0S,2023-01-01,10,9
9H 37M 0S,2023-01-01,9,9
9H 44M 0S,2023-01-01,6,9
9H 47M 0S,2023-01-01,8,9
10H 0M 0S,2023-01-01,11,10
10H 6M 0S,2023-01-01,10,10
10H 9M 0S,2023-01-01,15,10
10H 20M 0S,2023-01-01,18,10
10H 25M 0S,2023-01-01,15,10
10H 27M 0S,2023-01-01,10,10
10H 30M 0S,2023-01-01,24,10
10H 50M 0S,2023-01-01,8,10
10H 53M 0S,2023-01-01,8,10
11H 0M 0S,2023-01-01,50,11
11H 8M 0S,2023-01-01,20,11
11H 18M 0S,2023-01-01,18,11
11H 18M 0S,2023-01-01,19,11
11H 19M 0S,2023-01-01,24,11
11H 20M 0S,2023-01-01,24,11
11H 42M 0S,2023-01-01,12,11
11H 44M 0S,2023-01-01,15,11
11H 48M 0S,2023-01-01,10,11
11H 52M 0S,2023-01-01,6,11
11H 53M 0S,2023-01-01,5,11
12H 13M 0S,2023-01-01,22,12
12H 50M 0S,2023-01-01,30,12
12H 54M 0S,2023-01-01,19,12
13H 33M 0S,2023-01-01,6,13
13H 56M 0S,2023-01-01,9,13
14H 5M 0S,2023-01-01,15,14
14H 11M 0S,2023-01-01,10,14
14H 21M 0S,2023-01-01,19,14
14H 35M 0S,2023-01-01,9,14
14H 52M 0S,2023-01-01,15,14
15H 5M 0S,2023-01-01,7,15
15H 15M 0S,2023-01-01,20,15
15H 35M 0S,2023-01-01,8,15
15H 46M 0S,2023-01-01,15,15
15H 57M 0S,2023-01-01,11,15
16H 16M 0S,2023-01-01,30,16
16H 25M 0S,2023-01-01,9,16
16H 54M 0S,2023-01-01,9,16
17H 5M 0S,2023-01-01,21,17
17H 11M 0S,2023-01-01,10,17
17H 22M 0S,2023-01-01,10,17
17H 43M 0S,2023-01-01,18,17
17H 51M 0S,2023-01-01,6,17
17H 51M 0S,2023-01-01,10,17
17H 55M 0S,2023-01-01,15,17
18H 0M 0S,2023-01-01,8,18
18H 3M 0S,2023-01-01,10,18
18H 3M 0S,2023-01-01,20,18
18H 12M 0S,2023-01-01,10,18
18H 12M 0S,2023-01-01,10,18
18H 42M 0S,2023-01-01,10,18
19H 17M 0S,2023-01-01,8,19
19H 20M 0S,2023-01-01,10,19
21H 8M 0S,2023-01-01,20,21
21H 20M 0S,2023-01-01,22,21
21H 39M 0S,2023-01-01,10,21
21H 39M 0S,2023-01-01,10,21
21H 42M 0S,2023-01-01,9,21
22H 48M 0S,2023-01-01,21,22
22H 52M 0S,2023-01-01,8,22
22H 55M 0S,2023-01-01,10,22
23H 6M 0S,2023-01-01,30,23
23H 49M 0S,2023-01-01,30,23
1H 13M 0S,2023-01-01,10,1
1H 54M 0S,2023-01-01,7,1
3H 42M 0S,2023-01-02,30,3
4H 11M 0S,2023-01-02,15,4
5H 3M 0S,2023-01-02,19,5
7H 13M 0S,2023-01-02,20,7
7H 36M 0S,2023-01-02,10,7
7H 50M 0S,2023-01-02,15,7
7H 57M 0S,2023-01-02,15,7
8H 40M 0S,2023-01-02,30,8
8H 40M 0S,2023-01-02,9,8
8H 44M 0S,2023-01-02,15,8
9H 6M 0S,2023-01-02,24,9
9H 45M 0S,2023-01-02,24,9
10H 29M 0S,2023-01-02,12,10
10H 42M 0S,2023-01-02,10,10
10H 42M 0S,2023-01-02,30,10
11H 2M 0S,2023-01-02,10,11
11H 4M 0S,2023-01-02,10,11
11H 36M 0S,2023-01-02,5,11
11H 57M 0S,2023-01-02,20,11
11H 58M 0S,2023-01-02,32,11
12H 10M 0S,2023-01-02,10,12
12H 47M 0S,2023-01-02,15,12
12H 51M 0S,2023-01-02,8,12
13H 9M 0S,2023-01-02,132,13
13H 30M 0S,2023-01-02,30,13
13H 52M 0S,2023-01-02,30,13
14H 5M 0S,2023-01-02,16,14
14H 25M 0S,2023-01-02,20,14
15H 2M 0S,2023-01-02,18,15
15H 6M 0S,2023-01-02,16,15
15H 9M 0S,2023-01-02,10,15
15H 25M 0S,2023-01-02,10,15
15H 38M 0S,2023-01-02,10,15
15H 44M 0S,2023-01-02,30,15
15H 51M 0S,2023-01-02,10,15
15H 51M 0S,2023-01-02,10,15
15H 59M 0S,2023-01-02,18,15
16H 7M 0S,2023-01-02,19,16
16H 26M 0S,2023-01-02,10,16
16H 32M 0S,2023-01-02,20,16
17H 12M 0S,2023-01-02,8,17
17H 16M 0S,2023-01-02,8,17
17H 21M 0S,2023-01-02,10,17
18H 30M 0S,2023-01-02,15,18
18H 43M 0S,2023-01-02,120,18
18H 50M 0S,2023-01-02,361,18
18H 52M 0S,2023-01-02,10,18
19H 1M 0S,2023-01-02,16,19
19H 38M 0S,2023-01-02,18,19
20H 4M 0S,2023-01-02,10,20
20H 30M 0S,2023-01-02,20,20
20H 33M 0S,2023-01-02,10,20
20H 46M 0S,2023-01-02,382,20
20H 50M 0S,2023-01-02,8,20
20H 54M 0S,2023-01-02,10,20
20H 57M 0S,2023-01-02,52,20
20H 57M 0S,2023-01-02,8,20
21H 13M 0S,2023-01-02,20,21
21H 29M 0S,2023-01-02,20,21
21H 33M 0S,2023-01-02,11,21
22H 32M 0S,2023-01-02,10,22
14M 0S,2023-01-02,20,0
20M 0S,2023-01-02,160,0
42M 0S,2023-01-02,60,0
47M 0S,2023-01-02,10,0
3H 55M 0S,2023-01-03,15,3
4H 3M 0S,2023-01-03,226,4
5H 9M 0S,2023-01-03,116,5
5H 13M 0S,2023-01-03,24,5
5H 13M 0S,2023-01-03,5,5
5H 16M 0S,2023-01-03,20,5
5H 18M 0S,2023-01-03,15,5
5H 18M 0S,2023-01-03,226,5
5H 23M 0S,2023-01-03,19,5
5H 25M 0S,2023-01-03,15,5
5H 29M 0S,2023-01-03,15,5
5H 34M 0S,2023-01-03,105,5
5H 58M 0S,2023-01-03,11,5
6H 7M 0S,2023-01-03,13,6
6H 13M 0S,2023-01-03,12,6
6H 45M 0S,2023-01-03,25,6
6H 55M 0S,2023-01-03,10,6
6H 59M 0S,2023-01-03,7,6
7H 37M 0S,2023-01-03,10,7
7H 54M 0S,2023-01-03,7,7
8H 52M 0S,2023-01-03,10,8
8H 56M 0S,2023-01-03,7,8
9H 1M 0S,2023-01-03,12,9
9H 20M 0S,2023-01-03,14,9
9H 37M 0S,2023-01-03,12,9
9H 39M 0S,2023-01-03,10,9
9H 39M 0S,2023-01-03,10,9
9H 42M 0S,2023-01-03,23,9
9H 44M 0S,2023-01-03,9,9
10H 1M 0S,2023-01-03,8,10
10H 1M 0S,2023-01-03,14,10
10H 4M 0S,2023-01-03,7,10
10H 25M 0S,2023-01-03,11,10
10H 28M 0S,2023-01-03,20,10
11H 17M 0S,2023-01-03,8,11
11H 36M 0S,2023-01-03,9,11
12H 10M 0S,2023-01-03,18,12
12H 17M 0S,2023-01-03,12,12
12H 53M 0S,2023-01-03,8,12
12H 55M 0S,2023-01-03,10,12
13H 25M 0S,2023-01-03,12,13
13H 38M 0S,2023-01-03,12,13
13H 40M 0S,2023-01-03,10,13
13H 49M 0S,2023-01-03,10,13
13H 53M 0S,2023-01-03,25,13
14H 29M 0S,2023-01-03,5,14
14H 40M 0S,2023-01-03,15,14
14H 45M 0S,2023-01-03,20,14
14H 47M 0S,2023-01-03,9,14
14H 52M 0S,2023-01-03,12,14
15H 4M 0S,2023-01-03,8,15
15H 5M 0S,2023-01-03,80,15
15H 6M 0S,2023-01-03,12,15
15H 10M 0S,2023-01-03,7,15
15H 13M 0S,2023-01-03,5,15
15H 17M 0S,2023-01-03,9,15
15H 17M 0S,2023-01-03,9,15
15H 26M 0S,2023-01-03,5,15
15H 36M 0S,2023-01-03,6,15
15H 39M 0S,2023-01-03,10,15
15H 44M 0S,2023-01-03,16,15
15H 45M 0S,2023-01-03,17,15
15H 50M 0S,2023-01-03,10,15
16H 0M 0S,2023-01-03,13,16
16H 5M 0S,2023-01-03,20,16
16H 16M 0S,2023-01-03,8,16
16H 33M 0S,2023-01-03,10,16
16H 39M 0S,2023-01-03,17,16
16H 41M 0S,2023-01-03,44,16
16H 41M 0S,2023-01-03,20,16
17H 10M 0S,2023-01-03,7,17
17H 21M 0S,2023-01-03,6,17
17H 42M 0S,2023-01-03,10,17
17H 45M 0S,2023-01-03,8,17
17H 46M 0S,2023-01-03,36,17
17H 49M 0S,2023-01-03,32,17
17H 51M 0S,2023-01-03,36,17
17H 51M 0S,2023-01-03,30,17
17H 55M 0S,2023-01-03,32,17
18H 47M 0S,2023-01-03,8,18
18H 58M 0S,2023-01-03,12,18
19H 2M 0S,2023-01-03,23,19
19H 5M 0S,2023-01-03,8,19
19H 9M 0S,2023-01-03,13,19
19H 17M 0S,2023-01-03,8,19
19H 21M 0S,2023-01-03,116,19
19H 32M 0S,2023-01-03,8,19
19H 43M 0S,2023-01-03,10,19
20H 48M 0S,2023-01-03,9,20
20H 54M 0S,2023-01-03,14,20
21H 1M 0S,2023-01-03,103,21
21H 4M 0S,2023-01-03,10,21
21H 36M 0S,2023-01-03,9,21
21H 36M 0S,2023-01-03,9,21
21H 42M 0S,2023-01-03,12,21
21H 52M 0S,2023-01-03,10,21
21H 56M 0S,2023-01-03,13,21
22H 6M 0S,2023-01-03,20,22
22H 44M 0S,2023-01-03,6,22
22H 45M 0S,2023-01-03,60,22
22H 51M 0S,2023-01-03,60,22
23H 8M 0S,2023-01-03,10,23
23H 26M 0S,2023-01-03,20,23
23H 33M 0S,2023-01-03,9,23
23H 37M 0S,2023-01-03,23,23
23H 39M 0S,2023-01-03,10,23
23H 51M 0S,2023-01-03,18,23
53M 0S,2023-01-03,25,0
2H 14M 0S,2023-01-04,30,2
2H 24M 0S,2023-01-04,30,2
2H 26M 0S,2023-01-04,30,2
2H 28M 0S,2023-01-04,116,2
2H 51M 0S,2023-01-04,31,2
5H 5M 0S,2023-01-04,4,5
5H 29M 0S,2023-01-04,15,5
5H 56M 0S,2023-01-04,10,5
6H 0M 0S,2023-01-04,11,6
6H 5M 0S,2023-01-04,15,6
6H 25M 0S,2023-01-04,8,6
6H 26M 0S,2023-01-04,11,6
6H 30M 0S,2023-01-04,12,6
6H 38M 0S,2023-01-04,8,6
6H 39M 0S,2023-01-04,9,6
6H 44M 0S,2023-01-04,11,6
6H 53M 0S,2023-01-04,8,6
6H 57M 0S,2023-01-04,2,6
7H 8M 0S,2023-01-04,11,7
7H 15M 0S,2023-01-04,20,7
7H 27M 0S,2023-01-04,15,7
7H 28M 0S,2023-01-04,14,7
7H 29M 0S,2023-01-04,27,7
7H 29M 0S,2023-01-04,10,7
7H 39M 0S,2023-01-04,14,7
7H 59M 0S,2023-01-04,8,7
8H 5M 0S,2023-01-04,8,8
8H 29M 0S,2023-01-04,6,8
8H 31M 0S,2023-01-04,26,8
8H 56M 0S,2023-01-04,8,8
9H 2M 0S,2023-01-04,7,9
9H 7M 0S,2023-01-04,15,9
9H 8M 0S,2023-01-04,4,9
9H 18M 0S,2023-01-04,9,9
9H 20M 0S,2023-01-04,30,9
9H 30M 0S,2023-01-04,24,9
9H 45M 0S,2023-01-04,10,9
10H 16M 0S,2023-01-04,30,10
10H 27M 0S,2023-01-04,9,10
10H 41M 0S,2023-01-04,14,10
10H 50M 0S,2023-01-04,7,10
10H 53M 0S,2023-01-04,9,10
11H 6M 0S,2023-01-04,14,11
11H 10M 0S,2023-01-04,12,11
11H 12M 0S,2023-01-04,20,11
11H 12M 0S,2023-01-04,23,11
11H 35M 0S,2023-01-04,8,11
11H 38M 0S,2023-01-04,15,11
11H 40M 0S,2023-01-04,7,11
11H 47M 0S,2023-01-04,10,11
11H 56M 0S,2023-01-04,8,11
12H 14M 0S,2023-01-04,13,12
12H 18M 0S,2023-01-04,15,12
12H 27M 0S,2023-01-04,20,12
12H 31M 0S,2023-01-04,13,12
13H 16M 0S,2023-01-04,9,13
13H 19M 0S,2023-01-04,17,13
13H 19M 0S,2023-01-04,8,13
13H 35M 0S,2023-01-04,9,13
13H 42M 0S,2023-01-04,7,13
13H 49M 0S,2023-01-04,4,13
13H 53M 0S,2023-01-04,23,13
13H 56M 0S,2023-01-04,19,13
13H 58M 0S,2023-01-04,8,13
14H 2M 0S,2023-01-04,9,14
14H 6M 0S,2023-01-04,7,14
14H 12M 0S,2023-01-04,11,14
14H 16M 0S,2023-01-04,11,14
14H 16M 0S,2023-01-04,8,14
14H 25M 0S,2023-01-04,24,14
14H 29M 0S,2023-01-04,14,14
14H 36M 0S,2023-01-04,10,14
14H 36M 0S,2023-01-04,17,14
14H 43M 0S,2023-01-04,11,14
14H 55M 0S,2023-01-04,11,14
15H 6M 0S,2023-01-04,13,15
15H 23M 0S,2023-01-04,11,15
15H 25M 0S,2023-01-04,15,15
15H 26M 0S,2023-01-04,12,15
15H 36M 0S,2023-01-04,11,15
15H 37M 0S,2023-01-04,8,15
15H 43M 0S,2023-01-04,26,15
15H 44M 0S,2023-01-04,223,15
15H 56M 0S,2023-01-04,223,15
15H 59M 0S,2023-01-04,223,15
16H 8M 0S,2023-01-04,16,16
16H 9M 0S,2023-01-04,10,16
16H 20M 0S,2023-01-04,10,16
16H 45M 0S,2023-01-04,90,16
16H 51M 0S,2023-01-04,10,16
16H 55M 0S,2023-01-04,10,16
17H 6M 0S,2023-01-04,7,17
17H 7M 0S,2023-01-04,10,17
17H 25M 0S,2023-01-04,14,17
17H 36M 0S,2023-01-04,23,17
17H 37M 0S,2023-01-04,30,17
17H 38M 0S,2023-01-04,6,17
17H 38M 0S,2023-01-04,6,17
17H 48M 0S,2023-01-04,13,17
17H 48M 0S,2023-01-04,32,17
17H 52M 0S,2023-01-04,12,17
18H 7M 0S,2023-01-04,10,18
18H 9M 0S,2023-01-04,13,18
18H 9M 0S,2023-01-04,7,18
18H 17M 0S,2023-01-04,11,18
18H 29M 0S,2023-01-04,95,18
18H 32M 0S,2023-01-04,7,18
18H 37M 0S,2023-01-04,13,18
18H 39M 0S,2023-01-04,14,18
18H 45M 0S,2023-01-04,81,18
18H 50M 0S,2023-01-04,24,18
18H 54M 0S,2023-01-04,9,18
18H 58M 0S,2023-01-04,10,18
18H 59M 0S,2023-01-04,16,18
19H 0M 0S,2023-01-04,10,19
19H 0M 0S,2023-01-04,13,19
19H 4M 0S,2023-01-04,10,19
19H 4M 0S,2023-01-04,11,19
19H 5M 0S,2023-01-04,14,19
19H 5M 0S,2023-01-04,9,19
19H 6M 0S,2023-01-04,10,19
19H 7M 0S,2023-01-04,9,19
19H 8M 0S,2023-01-04,10,19
19H 9M 0S,2023-01-04,15,19
19H 11M 0S,2023-01-04,9,19
19H 17M 0S,2023-01-04,14,19
19H 23M 0S,2023-01-04,12,19
19H 28M 0S,2023-01-04,14,19
19H 37M 0S,2023-01-04,109,19
19H 41M 0S,2023-01-04,29,19
19H 46M 0S,2023-01-04,109,19
19H 51M 0S,2023-01-04,10,19
19H 57M 0S,2023-01-04,5,19
19H 59M 0S,2023-01-04,5,19
20H 0M 0S,2023-01-04,20,20
20H 2M 0S,2023-01-04,109,20
20H 10M 0S,2023-01-04,30,20
20H 23M 0S,2023-01-04,9,20
20H 39M 0S,2023-01-04,10,20
20H 46M 0S,2023-01-04,20,20
21H 5M 0S,2023-01-04,22,21
21H 29M 0S,2023-01-04,9,21
21H 31M 0S,2023-01-04,30,21
22H 20M 0S,2023-01-04,30,22
22H 41M 0S,2023-01-04,14,22
23H 0M 0S,2023-01-04,10,23
23H 19M 0S,2023-01-04,120,23
30M 0S,2023-01-04,15,0
1H 10M 0S,2023-01-04,10,1
23H 19M 0S,2023-01-04,120,23
30M 0S,2023-01-04,15,0
1H 10M 0S,2023-01-04,10,1
2H 9M 0S,2023-01-05,5,2
2H 29M 0S,2023-01-05,20,2
3H 48M 0S,2023-01-05,30,3
4H 37M 0S,2023-01-05,3,4
4H 53M 0S,2023-01-05,5,4
5H 7M 0S,2023-01-05,23,5
5H 7M 0S,2023-01-05,15,5
5H 8M 0S,2023-01-05,28,5
5H 32M 0S,2023-01-05,10,5
5H 39M 0S,2023-01-05,8,5
5H 45M 0S,2023-01-05,14,5
5H 45M 0S,2023-01-05,10,5
6H 1M 0S,2023-01-05,9,6
6H 15M 0S,2023-01-05,17,6
6H 19M 0S,2023-01-05,8,6
6H 25M 0S,2023-01-05,27,6
6H 28M 0S,2023-01-05,11,6
6H 34M 0S,2023-01-05,171,6
6H 38M 0S,2023-01-05,9,6
7H 17M 0S,2023-01-05,15,7
7H 33M 0S,2023-01-05,127,7
7H 38M 0S,2023-01-05,45,7
8H 42M 0S,2023-01-05,10,8
8H 48M 0S,2023-01-05,5,8
9H 9M 0S,2023-01-05,10,9
9H 11M 0S,2023-01-05,25,9
9H 12M 0S,2023-01-05,9,9
9H 12M 0S,2023-01-05,12,9
9H 20M 0S,2023-01-05,30,9
9H 40M 0S,2023-01-05,5,9
9H 41M 0S,2023-01-05,44,9
9H 44M 0S,2023-01-05,5,9
9H 48M 0S,2023-01-05,14,9
9H 52M 0S,2023-01-05,14,9
10H 13M 0S,2023-01-05,10,10
10H 18M 0S,2023-01-05,10,10
10H 32M 0S,2023-01-05,30,10
10H 39M 0S,2023-01-05,5,10
10H 42M 0S,2023-01-05,12,10
10H 43M 0S,2023-01-05,20,10
10H 55M 0S,2023-01-05,21,10
11H 2M 0S,2023-01-05,7,11
11H 29M 0S,2023-01-05,25,11
11H 33M 0S,2023-01-05,24,11
11H 33M 0S,2023-01-05,15,11
11H 48M 0S,2023-01-05,5,11
11H 54M 0S,2023-01-05,11,11
11H 54M 0S,2023-01-05,20,11
12H 0M 0S,2023-01-05,10,12
12H 2M 0S,2023-01-05,9,12
12H 4M 0S,2023-01-05,19,12
12H 6M 0S,2023-01-05,10,12
12H 14M 0S,2023-01-05,20,12
12H 15M 0S,2023-01-05,12,12
12H 15M 0S,2023-01-05,11,12
12H 25M 0S,2023-01-05,15,12
12H 28M 0S,2023-01-05,8,12
12H 45M 0S,2023-01-05,17,12
12H 45M 0S,2023-01-05,5,12
12H 58M 0S,2023-01-05,15,12
12H 58M 0S,2023-01-05,20,12
13H 0M 0S,2023-01-05,17,13
13H 22M 0S,2023-01-05,8,13
13H 28M 0S,2023-01-05,9,13
13H 36M 0S,2023-01-05,22,13
13H 40M 0S,2023-01-05,24,13
14H 20M 0S,2023-01-05,10,14
14H 40M 0S,2023-01-05,8,14
14H 47M 0S,2023-01-05,7,14
14H 51M 0S,2023-01-05,25,14
14H 53M 0S,2023-01-05,11,14
15H 16M 0S,2023-01-05,14,15
15H 19M 0S,2023-01-05,10,15
15H 52M 0S,2023-01-05,9,15
16H 24M 0S,2023-01-05,10,16
16H 27M 0S,2023-01-05,20,16
16H 40M 0S,2023-01-05,6,16
16H 43M 0S,2023-01-05,95,16
16H 52M 0S,2023-01-05,13,16
17H 11M 0S,2023-01-05,16,17
17H 16M 0S,2023-01-05,10,17
17H 21M 0S,2023-01-05,7,17
17H 26M 0S,2023-01-05,8,17
17H 36M 0S,2023-01-05,9,17
17H 46M 0S,2023-01-05,9,17
17H 46M 0S,2023-01-05,8,17
18H 2M 0S,2023-01-05,15,18
18H 5M 0S,2023-01-05,15,18
18H 15M 0S,2023-01-05,12,18
18H 17M 0S,2023-01-05,6,18
18H 18M 0S,2023-01-05,8,18
18H 27M 0S,2023-01-05,12,18
18H 34M 0S,2023-01-05,8,18
18H 35M 0S,2023-01-05,11,18
18H 37M 0S,2023-01-05,55,18
18H 46M 0S,2023-01-05,15,18
18H 46M 0S,2023-01-05,15,18
18H 47M 0S,2023-01-05,10,18
18H 58M 0S,2023-01-05,20,18
19H 23M 0S,2023-01-05,14,19
19H 37M 0S,2023-01-05,12,19
19H 44M 0S,2023-01-05,10,19
19H 46M 0S,2023-01-05,30,19
19H 55M 0S,2023-01-05,330,19
19H 59M 0S,2023-01-05,316,19
20H 11M 0S,2023-01-05,10,20
20H 30M 0S,2023-01-05,13,20
20H 54M 0S,2023-01-05,20,20
21H 18M 0S,2023-01-05,10,21
21H 24M 0S,2023-01-05,9,21
21H 30M 0S,2023-01-05,15,21
21H 49M 0S,2023-01-05,13,21
21H 52M 0S,2023-01-05,8,21
21H 52M 0S,2023-01-05,8,21
22H 12M 0S,2023-01-05,12,22
22H 12M 0S,2023-01-05,18,22
22H 51M 0S,2023-01-05,20,22
42M 0S,2023-01-05,10,0
1H 20M 0S,2023-01-05,9,1
5H 39M 0S,2023-01-06,17,5
5H 48M 0S,2023-01-06,10,5
5H 53M 0S,2023-01-06,21,5
6H 2M 0S,2023-01-06,33,6
6H 2M 0S,2023-01-06,33,6
6H 2M 0S,2023-01-06,33,6
6H 7M 0S,2023-01-06,7,6
6H 10M 0S,2023-01-06,7,6
6H 12M 0S,2023-01-06,10,6
6H 12M 0S,2023-01-06,10,6
6H 12M 0S,2023-01-06,26,6
6H 16M 0S,2023-01-06,20,6
6H 17M 0S,2023-01-06,9,6
6H 32M 0S,2023-01-06,18,6
6H 48M 0S,2023-01-06,21,6
6H 52M 0S,2023-01-06,7,6
6H 52M 0S,2023-01-06,5,6
7H 10M 0S,2023-01-06,9,7
7H 15M 0S,2023-01-06,10,7
7H 15M 0S,2023-01-06,9,7
7H 31M 0S,2023-01-06,12,7
7H 35M 0S,2023-01-06,7,7
7H 35M 0S,2023-01-06,10,7
7H 35M 0S,2023-01-06,10,7
7H 46M 0S,2023-01-06,6,7
7H 47M 0S,2023-01-06,8,7
8H 15M 0S,2023-01-06,7,8
8H 15M 0S,2023-01-06,10,8
8H 25M 0S,2023-01-06,7,8
8H 28M 0S,2023-01-06,14,8
8H 31M 0S,2023-01-06,9,8
8H 57M 0S,2023-01-06,9,8
9H 20M 0S,2023-01-06,11,9
